0.0000e+00              7.0600e-06              9.2000e-03              
1.0000e+01              7.0600e-06              9.2000e-03              
2.0000e+01              7.0600e-06              9.2000e-03              
3.0000e+01              7.0600e-06              9.2000e-03              
4.0000e+01              7.0600e-06              9.2000e-03              
5.0000e+01              7.0600e-06              9.2000e-03              
6.0000e+01              7.0600e-06              9.2000e-03              
7.0000e+01              7.0600e-06              9.2000e-03              
8.0000e+01              7.0600e-06              9.2000e-03              
9.0000e+01              7.0600e-06              9.2000e-03              
1.0000e+02              7.0600e-06              9.2000e-03              
1.1000e+02              7.6900e-06              1.0090e-02              
1.2000e+02              8.3200e-06              1.0980e-02              
1.3000e+02              8.9500e-06              1.1870e-02              
1.4000e+02              9.5800e-06              1.2760e-02              
1.5000e+02              1.0210e-05              1.3650e-02              
1.6000e+02              1.0840e-05              1.4540e-02              
1.7000e+02              1.1470e-05              1.5430e-02              
1.8000e+02              1.2100e-05              1.6320e-02              
1.9000e+02              1.2730e-05              1.7210e-02              
2.0000e+02              1.3360e-05              1.8100e-02              
2.1000e+02              1.3877e-05              1.8900e-02              
2.2000e+02              1.4394e-05              1.9700e-02              
2.3000e+02              1.4911e-05              2.0500e-02              
2.4000e+02              1.5428e-05              2.1300e-02              
2.5000e+02              1.5945e-05              2.2100e-02              
2.6000e+02              1.6462e-05              2.2900e-02              
2.7000e+02              1.6979e-05              2.3700e-02              
2.8000e+02              1.7496e-05              2.4500e-02              
2.9000e+02              1.8013e-05              2.5300e-02              
3.0000e+02              1.8530e-05              2.6100e-02              
3.1000e+02              1.8971e-05              2.6790e-02              
3.2000e+02              1.9412e-05              2.7480e-02              
3.3000e+02              1.9853e-05              2.8170e-02              
3.4000e+02              2.0294e-05              2.8860e-02              
3.5000e+02              2.0735e-05              2.9550e-02              
3.6000e+02              2.1176e-05              3.0240e-02              
3.7000e+02              2.1617e-05              3.0930e-02              
3.8000e+02              2.2058e-05              3.1620e-02              
3.9000e+02              2.2499e-05              3.2310e-02              
4.0000e+02              2.2940e-05              3.3000e-02              
4.1000e+02              2.3328e-05              3.3650e-02              
4.2000e+02              2.3716e-05              3.4300e-02              
4.3000e+02              2.4104e-05              3.4950e-02              
4.4000e+02              2.4492e-05              3.5600e-02              
4.5000e+02              2.4880e-05              3.6250e-02              
4.6000e+02              2.5268e-05              3.6900e-02              
4.7000e+02              2.5656e-05              3.7550e-02              
4.8000e+02              2.6044e-05              3.8200e-02              
4.9000e+02              2.6432e-05              3.8850e-02              
5.0000e+02              2.6820e-05              3.9500e-02              
5.1000e+02              2.7168e-05              4.0110e-02              
5.2000e+02              2.7516e-05              4.0720e-02              
5.3000e+02              2.7864e-05              4.1330e-02              
5.4000e+02              2.8212e-05              4.1940e-02              
5.5000e+02              2.8560e-05              4.2550e-02              
5.6000e+02              2.8908e-05              4.3160e-02              
5.7000e+02              2.9256e-05              4.3770e-02              
5.8000e+02              2.9604e-05              4.4380e-02              
5.9000e+02              2.9952e-05              4.4990e-02              
6.0000e+02              3.0300e-05              4.5600e-02              
6.1000e+02              3.0619e-05              4.6170e-02              
6.2000e+02              3.0938e-05              4.6740e-02              
6.3000e+02              3.1257e-05              4.7310e-02              
6.4000e+02              3.1576e-05              4.7880e-02              
6.5000e+02              3.1895e-05              4.8450e-02              
6.6000e+02              3.2214e-05              4.9020e-02              
6.7000e+02              3.2533e-05              4.9590e-02              
6.8000e+02              3.2852e-05              5.0160e-02              
6.9000e+02              3.3171e-05              5.0730e-02              
7.0000e+02              3.3490e-05              5.1300e-02              
7.1000e+02              3.3784e-05              5.1860e-02              
7.2000e+02              3.4078e-05              5.2420e-02              
7.3000e+02              3.4372e-05              5.2980e-02              
7.4000e+02              3.4666e-05              5.3540e-02              
7.5000e+02              3.4960e-05              5.4100e-02              
7.6000e+02              3.5254e-05              5.4660e-02              
7.7000e+02              3.5548e-05              5.5220e-02              
7.8000e+02              3.5842e-05              5.5780e-02              
7.9000e+02              3.6136e-05              5.6340e-02              
8.0000e+02              3.6430e-05              5.6900e-02              
8.1000e+02              3.6705e-05              5.7460e-02              
8.2000e+02              3.6980e-05              5.8020e-02              
8.3000e+02              3.7255e-05              5.8580e-02              
8.4000e+02              3.7530e-05              5.9140e-02              
8.5000e+02              3.7805e-05              5.9700e-02              
8.6000e+02              3.8080e-05              6.0260e-02              
8.7000e+02              3.8355e-05              6.0820e-02              
8.8000e+02              3.8630e-05              6.1380e-02              
8.9000e+02              3.8905e-05              6.1940e-02              
9.0000e+02              3.9180e-05              6.2500e-02              
9.1000e+02              3.9439e-05              6.2970e-02              
9.2000e+02              3.9698e-05              6.3440e-02              
9.3000e+02              3.9957e-05              6.3910e-02              
9.4000e+02              4.0216e-05              6.4380e-02              
9.5000e+02              4.0475e-05              6.4850e-02              
9.6000e+02              4.0734e-05              6.5320e-02              
9.7000e+02              4.0993e-05              6.5790e-02              
9.8000e+02              4.1252e-05              6.6260e-02              
9.9000e+02              4.1511e-05              6.6730e-02              
1.0000e+03              4.1770e-05              6.7200e-02              
1.0100e+03              4.2013e-05              6.7650e-02              
1.0200e+03              4.2256e-05              6.8100e-02              
1.0300e+03              4.2499e-05              6.8550e-02              
1.0400e+03              4.2742e-05              6.9000e-02              
1.0500e+03              4.2985e-05              6.9450e-02              
1.0600e+03              4.3228e-05              6.9900e-02              
1.0700e+03              4.3471e-05              7.0350e-02              
1.0800e+03              4.3714e-05              7.0800e-02              
1.0900e+03              4.3957e-05              7.1250e-02              
1.1000e+03              4.4200e-05              7.1700e-02              
1.1100e+03              4.4430e-05              7.2120e-02              
1.1200e+03              4.4660e-05              7.2540e-02              
1.1300e+03              4.4890e-05              7.2960e-02              
1.1400e+03              4.5120e-05              7.3380e-02              
1.1500e+03              4.5350e-05              7.3800e-02              
1.1600e+03              4.5580e-05              7.4220e-02              
1.1700e+03              4.5810e-05              7.4640e-02              
1.1800e+03              4.6040e-05              7.5060e-02              
1.1900e+03              4.6270e-05              7.5480e-02              
1.2000e+03              4.6500e-05              7.5900e-02              
1.2100e+03              4.6730e-05              7.6280e-02              
1.2200e+03              4.6960e-05              7.6660e-02              
1.2300e+03              4.7190e-05              7.7040e-02              
1.2400e+03              4.7420e-05              7.7420e-02              
1.2500e+03              4.7650e-05              7.7800e-02              
1.2600e+03              4.7880e-05              7.8180e-02              
1.2700e+03              4.8110e-05              7.8560e-02              
1.2800e+03              4.8340e-05              7.8940e-02              
1.2900e+03              4.8570e-05              7.9320e-02              
1.3000e+03              4.8800e-05              7.9700e-02              
1.3100e+03              4.9010e-05              8.0080e-02              
1.3200e+03              4.9220e-05              8.0460e-02              
1.3300e+03              4.9430e-05              8.0840e-02              
1.3400e+03              4.9640e-05              8.1220e-02              
1.3500e+03              4.9850e-05              8.1600e-02              
1.3600e+03              5.0060e-05              8.1980e-02              
1.3700e+03              5.0270e-05              8.2360e-02              
1.3800e+03              5.0480e-05              8.2740e-02              
1.3900e+03              5.0690e-05              8.3120e-02              
1.4000e+03              5.0900e-05              8.3500e-02              
1.4100e+03              5.1380e-05              8.5150e-02              
1.4200e+03              5.1860e-05              8.6800e-02              
1.4300e+03              5.2340e-05              8.8450e-02              
1.4400e+03              5.2820e-05              9.0100e-02              
1.4500e+03              5.3300e-05              9.1750e-02              
1.4600e+03              5.3780e-05              9.3400e-02              
1.4700e+03              5.4260e-05              9.5050e-02              
1.4800e+03              5.4740e-05              9.6700e-02              
1.4900e+03              5.5220e-05              9.8350e-02              
1.5000e+03              5.5700e-05              1.0000e-01              
1.5100e+03              5.5970e-05              1.0060e-01              
1.5200e+03              5.6240e-05              1.0120e-01              
1.5300e+03              5.6510e-05              1.0180e-01              
1.5400e+03              5.6780e-05              1.0240e-01              
1.5500e+03              5.7050e-05              1.0300e-01              
1.5600e+03              5.7320e-05              1.0360e-01              
1.5700e+03              5.7590e-05              1.0420e-01              
1.5800e+03              5.7860e-05              1.0480e-01              
1.5900e+03              5.8130e-05              1.0540e-01              
1.6000e+03              5.8400e-05              1.0600e-01              
1.6100e+03              5.8670e-05              1.0670e-01              
1.6200e+03              5.8940e-05              1.0740e-01              
1.6300e+03              5.9210e-05              1.0810e-01              
1.6400e+03              5.9480e-05              1.0880e-01              
1.6500e+03              5.9750e-05              1.0950e-01              
1.6600e+03              6.0020e-05              1.1020e-01              
1.6700e+03              6.0290e-05              1.1090e-01              
1.6800e+03              6.0560e-05              1.1160e-01              
1.6900e+03              6.0830e-05              1.1230e-01              
1.7000e+03              6.1100e-05              1.1300e-01              
1.7100e+03              6.1360e-05              1.1370e-01              
1.7200e+03              6.1620e-05              1.1440e-01              
1.7300e+03              6.1880e-05              1.1510e-01              
1.7400e+03              6.2140e-05              1.1580e-01              
1.7500e+03              6.2400e-05              1.1650e-01              
1.7600e+03              6.2660e-05              1.1720e-01              
1.7700e+03              6.2920e-05              1.1790e-01              
1.7800e+03              6.3180e-05              1.1860e-01              
1.7900e+03              6.3440e-05              1.1930e-01              
1.8000e+03              6.3700e-05              1.2000e-01              
1.8100e+03              6.3960e-05              1.2080e-01              
1.8200e+03              6.4220e-05              1.2160e-01              
1.8300e+03              6.4480e-05              1.2240e-01              
1.8400e+03              6.4740e-05              1.2320e-01              
1.8500e+03              6.5000e-05              1.2400e-01              
1.8600e+03              6.5260e-05              1.2480e-01              
1.8700e+03              6.5520e-05              1.2560e-01              
1.8800e+03              6.5780e-05              1.2640e-01              
1.8900e+03              6.6040e-05              1.2720e-01              
1.9000e+03              6.6300e-05              1.2800e-01              
1.9100e+03              6.6560e-05              1.2890e-01              
1.9200e+03              6.6820e-05              1.2980e-01              
1.9300e+03              6.7080e-05              1.3070e-01              
1.9400e+03              6.7340e-05              1.3160e-01              
1.9500e+03              6.7600e-05              1.3250e-01              
1.9600e+03              6.7860e-05              1.3340e-01              
1.9700e+03              6.8120e-05              1.3430e-01              
1.9800e+03              6.8380e-05              1.3520e-01              
1.9900e+03              6.8640e-05              1.3610e-01              
2.0000e+03              6.8900e-05              1.3700e-01              
2.0100e+03              6.9160e-05              1.3800e-01              
2.0200e+03              6.9420e-05              1.3900e-01              
2.0300e+03              6.9680e-05              1.4000e-01              
2.0400e+03              6.9940e-05              1.4100e-01              
2.0500e+03              7.0200e-05              1.4200e-01              
2.0600e+03              7.0460e-05              1.4300e-01              
2.0700e+03              7.0720e-05              1.4400e-01              
2.0800e+03              7.0980e-05              1.4500e-01              
2.0900e+03              7.1240e-05              1.4600e-01              
2.1000e+03              7.1500e-05              1.4700e-01              
2.1100e+03              7.1750e-05              1.4830e-01              
2.1200e+03              7.2000e-05              1.4960e-01              
2.1300e+03              7.2250e-05              1.5090e-01              
2.1400e+03              7.2500e-05              1.5220e-01              
2.1500e+03              7.2750e-05              1.5350e-01              
2.1600e+03              7.3000e-05              1.5480e-01              
2.1700e+03              7.3250e-05              1.5610e-01              
2.1800e+03              7.3500e-05              1.5740e-01              
2.1900e+03              7.3750e-05              1.5870e-01              
2.2000e+03              7.4000e-05              1.6000e-01              
2.2100e+03              7.4260e-05              1.6150e-01              
2.2200e+03              7.4520e-05              1.6300e-01              
2.2300e+03              7.4780e-05              1.6450e-01              
2.2400e+03              7.5040e-05              1.6600e-01              
2.2500e+03              7.5300e-05              1.6750e-01              
2.2600e+03              7.5560e-05              1.6900e-01              
2.2700e+03              7.5820e-05              1.7050e-01              
2.2800e+03              7.6080e-05              1.7200e-01              
2.2900e+03              7.6340e-05              1.7350e-01              
2.3000e+03              7.6600e-05              1.7500e-01              
2.3100e+03              7.6860e-05              1.7710e-01              
2.3200e+03              7.7120e-05              1.7920e-01              
2.3300e+03              7.7380e-05              1.8130e-01              
2.3400e+03              7.7640e-05              1.8340e-01              
2.3500e+03              7.7900e-05              1.8550e-01              
2.3600e+03              7.8160e-05              1.8760e-01              
2.3700e+03              7.8420e-05              1.8970e-01              
2.3800e+03              7.8680e-05              1.9180e-01              
2.3900e+03              7.8940e-05              1.9390e-01              
2.4000e+03              7.9200e-05              1.9600e-01              
2.4100e+03              7.9460e-05              1.9860e-01              
2.4200e+03              7.9720e-05              2.0120e-01              
2.4300e+03              7.9980e-05              2.0380e-01              
2.4400e+03              8.0240e-05              2.0640e-01              
2.4500e+03              8.0500e-05              2.0900e-01              
2.4600e+03              8.0760e-05              2.1160e-01              
2.4700e+03              8.1020e-05              2.1420e-01              
2.4800e+03              8.1280e-05              2.1680e-01              
2.4900e+03              8.1540e-05              2.1940e-01              
2.5000e+03              8.1800e-05              2.2200e-01              
2.5100e+03              8.2070e-05              2.2730e-01              
2.5200e+03              8.2340e-05              2.3260e-01              
2.5300e+03              8.2610e-05              2.3790e-01              
2.5400e+03              8.2880e-05              2.4320e-01              
2.5500e+03              8.3150e-05              2.4850e-01              
2.5600e+03              8.3420e-05              2.5380e-01              
2.5700e+03              8.3690e-05              2.5910e-01              
2.5800e+03              8.3960e-05              2.6440e-01              
2.5900e+03              8.4230e-05              2.6970e-01              
2.6000e+03              8.4500e-05              2.7500e-01              
2.6100e+03              8.4780e-05              2.8020e-01              
2.6200e+03              8.5060e-05              2.8540e-01              
2.6300e+03              8.5340e-05              2.9060e-01              
2.6400e+03              8.5620e-05              2.9580e-01              
2.6500e+03              8.5900e-05              3.0100e-01              
2.6600e+03              8.6180e-05              3.0620e-01              
2.6700e+03              8.6460e-05              3.1140e-01              
2.6800e+03              8.6740e-05              3.1660e-01              
2.6900e+03              8.7020e-05              3.2180e-01              
2.7000e+03              8.7300e-05              3.2700e-01              
2.7100e+03              8.7570e-05              3.3234e-01              
2.7200e+03              8.7840e-05              3.3768e-01              
2.7300e+03              8.8110e-05              3.4302e-01              
2.7400e+03              8.8380e-05              3.4836e-01              
2.7500e+03              8.8650e-05              3.5370e-01              
2.7600e+03              8.8920e-05              3.5904e-01              
2.7700e+03              8.9190e-05              3.6438e-01              
2.7800e+03              8.9460e-05              3.6972e-01              
2.7900e+03              8.9730e-05              3.7506e-01              
2.8000e+03              9.0000e-05              3.8040e-01              
2.8100e+03              9.0280e-05              3.8568e-01              
2.8200e+03              9.0560e-05              3.9096e-01              
2.8300e+03              9.0840e-05              3.9624e-01              
2.8400e+03              9.1120e-05              4.0152e-01              
2.8500e+03              9.1400e-05              4.0680e-01              
2.8600e+03              9.1680e-05              4.1208e-01              
2.8700e+03              9.1960e-05              4.1736e-01              
2.8800e+03              9.2240e-05              4.2264e-01              
2.8900e+03              9.2520e-05              4.2792e-01              
2.9000e+03              9.2800e-05              4.3320e-01              
2.9100e+03              9.3070e-05              4.3848e-01              
2.9200e+03              9.3340e-05              4.4376e-01              
2.9300e+03              9.3610e-05              4.4904e-01              
2.9400e+03              9.3880e-05              4.5432e-01              
2.9500e+03              9.4150e-05              4.5960e-01              
2.9600e+03              9.4420e-05              4.6488e-01              
2.9700e+03              9.4690e-05              4.7016e-01              
2.9800e+03              9.4960e-05              4.7544e-01              
2.9900e+03              9.5230e-05              4.8072e-01              
3.0000e+03              9.5500e-05              4.8600e-01              
3.0100e+03              9.5770e-05              4.9128e-01              
3.0200e+03              9.6040e-05              4.9656e-01              
3.0300e+03              9.6310e-05              5.0184e-01              
3.0400e+03              9.6580e-05              5.0712e-01              
3.0500e+03              9.6850e-05              5.1240e-01              
3.0600e+03              9.7120e-05              5.1768e-01              
